,품종,성별,무게(Kg),상태,나이,성격,색,중성화유무,건강,칩등록여부,보유물건
298,믹스견,암컷,3,미입양,12,중립,흰색계열,아니오,미상,미상,무
299,믹스견,암컷,22,미입양,48,사람을 잘 따름,황색계열,아니오,미상,미상,무
300,말티즈,수컷,4,입양,2,사람을 잘 따름,흰색계열,아니오,털 관리 안되어 있음,미상,무
301,믹스견,수컷,4,미입양,12,사람을 경계함,혼합색계열,아니오,미상,미상,무
302,믹스견,암컷,18,미입양,60,사람을 경계함,흰색계열,아니오,미상,미상,무
303,믹스견,암컷,2.5,미입양,12,중립,흰색계열,아니오,미상,미상,무
304,믹스견,암컷,2.5,미입양,12,중립,흰색계열,아니오,미상,미상,무
305,믹스견,수컷,2.5,미입양,12,중립,흰색계열,아니오,미상,미상,무
306,믹스견,수컷,2.5,미입양,12,중립,흰색계열,아니오,미상,미상,무
307,믹스견,암컷,2.5,미입양,12,중립,흰색계열,아니오,미상,미상,무
308,믹스견,암컷,3.5,입양,12,사람을 잘 따름,흰색계열,미상,미상,미상,무
309,믹스견,암컷,4,미입양,12,중립,황색계열,미상,미상,미상,무
310,진도견,암컷,18,미입양,36,사람을 경계함,흰색계열,미상,미상,미상,무
311,믹스견,암컷,2.5,미입양,12,사람을 경계함,흰색계열,아니오,미상,미상,무
312,믹스견,수컷,2.5,미입양,12,사람을 경계함,흰색계열,아니오,미상,미상,무
313,믹스견,암컷,2.5,미입양,12,사람을 경계함,흰색계열,아니오,미상,미상,무
314,믹스견,수컷,4,미입양,12,사람을 경계함,검정색계열,아니오,미상,미상,무
315,믹스견,수컷,4,입양,12,사람을 잘 따름,검정색계열,아니오,미상,미상,무
316,시츄,암컷,5,입양,60,사람을 잘 따름,혼합색계열,미상,배꼽혹 있음,미상,무
317,믹스견,암컷,15,미입양,36,중립,황색계열,미상,기립불능(완관절 골절),미상,무
318,그레이 하운드,암컷,30,미입양,48,중립,혼합색계열,미상,"의식불명, 예후불량",미상,무
319,믹스견,암컷,16,미입양,72,중립,황색계열,미상,미상,미상,무
320,시베리안 허스키,수컷,3.5,입양,12,사람을 잘 따름,혼합색계열,아니오,미상,미상,무
321,믹스견,암컷,10,미입양,11,사람을 잘 따름,황색계열,아니오,미상,미상,무
322,믹스견,암컷,2,입양,2,중립,혼합색계열,아니오,미상,미상,무
323,믹스견,수컷,2,입양,2,중립,황색계열,아니오,미상,미상,무
324,믹스견,암컷,2,입양,11,중립,흰색계열,아니오,미상,미상,무
325,믹스견,수컷,2,미입양,11,중립,흰색계열,아니오,미상,미상,무
326,믹스견,암컷,10,미입양,47,사람을 잘 따름,흰색계열,아니오,미상,미상,무
327,믹스견,암컷,2,미입양,11,중립,혼합색계열,아니오,미상,미상,무
328,믹스견,수컷,2,미입양,11,중립,혼합색계열,아니오,미상,미상,무
329,믹스견,암컷,2,미입양,11,중립,혼합색계열,아니오,미상,미상,무
330,말티즈,암컷,4,입양,47,사람을 잘 따름,흰색계열,미상,털 많이 엉켜있음,미상,무
331,믹스견,암컷,0.5,입양,1,중립,흰색계열,아니오,미상,미상,무
332,믹스견,암컷,0.5,입양,1,중립,흰색계열,아니오,미상,미상,무
333,믹스견,암컷,0.5,입양,11,중립,흰색계열,아니오,미상,미상,무
334,믹스견,암컷,0.5,입양,11,중립,흰색계열,아니오,미상,미상,무
335,믹스견,암컷,0.5,입양,11,중립,흰색계열,아니오,미상,미상,무
336,믹스견,수컷,18,미입양,35,사람을 경계함,황색계열,미상,미상,미상,무
337,믹스견,암컷,3,미입양,11,사람을 잘 따름,흰색계열,아니오,미상,미상,무
338,믹스견,암컷,3,입양,2,사람을 잘 따름,흰색계열,아니오,미상,미상,무
339,믹스견,암컷,3,입양,2,사람을 잘 따름,흰색계열,아니오,미상,미상,무
340,믹스견,수컷,3,입양,2,사람을 잘 따름,흰색계열,아니오,미상,미상,무
341,믹스견,수컷,3,입양,2,사람을 잘 따름,흰색계열,아니오,미상,미상,무
342,믹스견,암컷,3,미입양,11,사람을 잘 따름,흰색계열,아니오,미상,미상,무
343,믹스견,암컷,3,입양,2,사람을 잘 따름,흰색계열,아니오,미상,미상,무
344,믹스견,암컷,3,미입양,11,사람을 잘 따름,흰색계열,아니오,미상,미상,무
345,믹스견,암컷,3,미입양,11,사람을 잘 따름,흰색계열,아니오,미상,미상,무
346,믹스견,수컷,3,미입양,11,사람을 잘 따름,흰색계열,아니오,미상,미상,무
347,스피츠,수컷,5.5,입양,59,사람을 잘 따름,흰색계열,아니오,털 관리 잘 되어 있음,미상,무
348,올드 잉글리쉬 불독,수컷,17,미입양,59,사람을 잘 따름,갈색계열,미상,미상,미상,무
349,올드 잉글리쉬 불독,수컷,17,미입양,71,사람을 잘 따름,혼합색계열,미상,피부병 있음,미상,무
350,믹스견,암컷,4,입양,11,사람을 경계함,혼합색계열,아니오,미상,미상,무
351,믹스견,수컷,20,미입양,47,중립,흰색계열,미상,"호흡곤란, 구강 상처 심함, 예후불량",미상,무
352,말티즈,암컷,2,입양,11,중립,흰색계열,미상,털 많이 엉켜있음,미상,무
353,말티즈,수컷,2,입양,11,중립,흰색계열,미상,털 많이 엉켜있음,미상,무
354,말티즈,수컷,2,입양,11,중립,흰색계열,미상,털 많이 엉켜있음,미상,무
355,말티즈,암컷,0.8,입양,11,중립,흰색계열,아니오,"저체온(의식불명), 예후불량",미상,무
356,비숑 프리제,수컷,4,입양,35,사람을 잘 따름,혼합색계열,아니오,미상,미상,무
357,스피츠,암컷,9,입양,47,사람을 잘 따름,흰색계열,미상,미상,미상,무
358,시베리안 허스키,수컷,25,입양,47,사람을 잘 따름,혼합색계열,예,털 관리 잘 되어 있음,미상,무
359,푸들,수컷,3.5,입양,35,사람을 잘 따름,흰색계열,미상,미상,미상,무
360,요크셔 테리어,수컷,3,미입양,95,중립,혼합색계열,미상,미상,미상,유
361,골든 리트리버,암컷,30,입양,47,중립,흰색계열,미상,털이 많이 엉킴,미상,무
362,믹스견,암컷,12,미입양,35,사람을 경계함,황색계열,미상,오른쪽 앞다리 덫 걸림,미상,무
363,믹스견,암컷,20,미입양,47,사람을 경계함,갈색계열,미상,미상,미상,무
364,믹스견,수컷,9,미입양,47,사람을 경계함,황색계열,미상,미상,미상,무
365,믹스견,암컷,4,미입양,11,중립,흰색계열,아니오,미상,미상,무
366,비숑 프리제,수컷,8,입양,59,사람을 잘 따름,흰색계열,예,미상,미상,무
367,믹스견,수컷,2.8,입양,11,사람을 잘 따름,갈색계열,아니오,위생미용 되어 있음,미상,무
368,잉글리쉬 포인터,암컷,25,미입양,95,사람을 잘 따름,혼합색계열,미상,미상,미상,유
369,푸들,암컷,3,입양,95,중립,갈색계열,미상,매우 마름,미상,무
370,믹스견,수컷,10,미입양,59,중립,혼합색계열,미상,"기립불능, 예후불량",미상,무
371,말티즈,수컷,4,입양,35,사람을 잘 따름,흰색계열,예,털 엉켜있음,미상,무
372,라이카,암컷,20,입양,58,사람을 경계함,혼합색계열,미상,이마에 상처있음,미상,무
373,믹스견,수컷,2.5,미입양,10,사람을 경계함,흰색계열,아니오,미상,미상,무
374,시츄,암컷,3.5,입양,46,사람을 잘 따름,혼합색계열,미상,미상,미상,무
375,진도견,수컷,22,입양,82,사람을 잘 따름,검정색계열,미상,미상,미상,무
376,진도견,수컷,20,입양,34,중립,황색계열,미상,미상,미상,유
377,믹스견,암컷,2,미입양,10,사람을 경계함,흰색계열,아니오,미상,미상,무
378,푸들,암컷,3.5,미입양,82,중립,검정색계열,미상,"피부병 심함, 털 많이 빠짐",미상,무
379,믹스견,암컷,6,미입양,34,사람을 경계함,흰색계열,미상,마름,미상,무
380,믹스견,암컷,3.5,입양,70,사람을 잘 따름,흰색계열,미상,미용 되어 있음,미상,무
381,믹스견,암컷,8,미입양,46,중립,혼합색계열,미상,미상,미상,무
382,말티즈,수컷,2.5,입양,58,사람을 잘 따름,흰색계열,아니오,미상,미상,무
383,말티즈,수컷,3,입양,130,사람을 잘 따름,흰색계열,아니오,미상,미상,무
384,말티즈,암컷,4,입양,130,사람을 잘 따름,흰색계열,미상,미상,미상,무
385,믹스견,암컷,4,미입양,10,중립,검정색계열,아니오,미상,미상,무
386,라브라도 리트리버,암컷,22,입양,46,사람을 잘 따름,검정색계열,미상,미상,미상,무
387,푸들,암컷,2.5,입양,154,사람을 잘 따름,갈색계열,미상,피부병 있음(뒷다리 털 빠짐),미상,무
388,믹스견,암컷,4,미입양,106,중립,검정색계열,미상,"왼쪽 눈 유피낭종 있음, 백내장 있음",미상,유
389,믹스견,수컷,4,미입양,10,사람을 잘 따름,흰색계열,아니오,미상,미상,무
390,믹스견,수컷,4,미입양,10,사람을 잘 따름,흰색계열,아니오,미상,미상,무
391,믹스견,수컷,7,미입양,154,사람을 경계함,혼합색계열,미상,미상,미상,무
392,믹스견,수컷,13,미입양,154,사람을 경계함,흰색계열,미상,미상,미상,무
393,믹스견,암컷,14,미입양,10,사람을 경계함,황색계열,미상,미상,미상,무
394,푸들,수컷,3.5,입양,154,사람을 잘 따름,검정색계열,미상,미상,미상,무
395,슈나우져,수컷,3,미입양,46,사람을 잘 따름,혼합색계열,아니오,미상,미상,무
396,푸들,암컷,6,미입양,82,사람을 잘 따름,갈색계열,미상,매우 마름,미상,무
397,포메라니안,수컷,8,입양,94,사람을 잘 따름,흰색계열,예,미상,미상,무
398,슈나우져,수컷,3,미입양,58,중립,회색계열,아니오,"털 많이 엉켜 있음, 매우 마름",미상,무
399,믹스견,암컷,10,미입양,34,사람을 경계함,혼합색계열,미상,미상,미상,무
400,시츄,수컷,6,입양,94,사람을 잘 따름,혼합색계열,예,눈물자국 심함,미상,무
401,믹스견,암컷,9,미입양,46,사람을 경계함,황색계열,미상,미상,미상,무
402,믹스견,암컷,2.5,미입양,10,사람을 경계함,검정색계열,아니오,미상,미상,무
403,믹스견,암컷,3,입양,10,중립,흰색계열,아니오,미상,미상,무
404,믹스견,수컷,2.5,입양,2,중립,혼합색계열,아니오,미상,미상,무
405,믹스견,암컷,3,미입양,10,중립,황색계열,아니오,미상,미상,무
406,믹스견,수컷,3,미입양,10,중립,흰색계열,아니오,미상,미상,무
407,믹스견,암컷,3,미입양,10,중립,혼합색계열,아니오,미상,미상,무
408,믹스견,암컷,3,미입양,10,중립,갈색계열,아니오,미상,미상,무
409,믹스견,수컷,2.5,미입양,10,사람을 잘 따름,혼합색계열,아니오,미상,미상,무
410,믹스견,암컷,2.5,미입양,10,중립,갈색계열,아니오,미상,미상,무
411,믹스견,암컷,2.5,미입양,10,중립,황색계열,아니오,미상,미상,무
412,믹스견,암컷,2.5,입양,10,중립,검정색계열,아니오,미상,미상,무
413,믹스견,암컷,10,미입양,34,사람을 잘 따름,흰색계열,아니오,미상,미상,무
414,믹스견,수컷,2,미입양,10,중립,황색계열,아니오,미상,미상,무
415,믹스견,암컷,2,미입양,10,중립,흰색계열,아니오,미상,미상,무
416,믹스견,암컷,2,미입양,10,중립,흰색계열,아니오,미상,미상,무
417,믹스견,암컷,2,미입양,10,중립,황색계열,아니오,미상,미상,무
418,믹스견,암컷,10,미입양,34,중립,황색계열,아니오,매우 마름,미상,무
419,믹스견,암컷,8,미입양,154,중립,흰색계열,미상,앞다리 상처 심함,미상,무
420,믹스견,암컷,13,미입양,46,사람을 경계함,황색계열,아니오,미상,미상,무
421,믹스견,암컷,3,미입양,10,사람을 경계함,혼합색계열,아니오,미상,미상,무
422,믹스견,수컷,3,미입양,10,사람을 경계함,혼합색계열,아니오,미상,미상,무
423,믹스견,암컷,3,미입양,10,사람을 경계함,혼합색계열,아니오,미상,미상,무
424,믹스견,암컷,3,미입양,10,사람을 경계함,혼합색계열,아니오,미상,미상,무
425,스피츠,암컷,9,입양,154,사람을 잘 따름,흰색계열,아니오,미상,미상,무
426,믹스견,암컷,2.5,미입양,10,중립,혼합색계열,아니오,미상,미상,무
427,믹스견,암컷,2.5,미입양,10,중립,혼합색계열,아니오,미상,미상,무
428,믹스견,암컷,2.5,입양,10,사람을 잘 따름,혼합색계열,아니오,미상,미상,무
429,말티즈,수컷,4,미입양,130,사람을 잘 따름,흰색계열,미상,미상,미상,유
430,프렌치 불독,암컷,8,입양,2,사람을 잘 따름,혼합색계열,미상,미상,미상,무
431,보더 콜리,수컷,17,입양,154,사람을 잘 따름,혼합색계열,미상,미상,미상,무
432,믹스견,수컷,2.5,미입양,10,중립,흰색계열,아니오,피부병 있음,미상,무
433,웰시 코기 카디건,암컷,7,입양,154,사람을 잘 따름,혼합색계열,미상,미상,미상,무
434,마리노이즈,수컷,25,입양,46,사람을 잘 따름,검정색계열,미상,미상,미상,무
435,스피츠,수컷,8,입양,154,사람을 잘 따름,흰색계열,미상,미상,미상,무
436,말티즈,암컷,8,미입양,82,사람을 잘 따름,흰색계열,미상,미용 되어 있음,미상,무
437,포메라니안,수컷,3,입양,46,사람을 잘 따름,검정색계열,아니오,미상,미상,무
438,말티즈,암컷,9,미입양,82,사람을 잘 따름,흰색계열,미상,미상,미상,무
439,믹스견,수컷,3,미입양,10,중립,검정색계열,아니오,뒷발 피부병 있음,미상,무
440,믹스견,수컷,3,미입양,10,중립,검정색계열,아니오,꼬리 피부병 있음,미상,무
441,믹스견,수컷,20,미입양,46,사람을 경계함,흰색계열,미상,미상,미상,무
442,웰시 코기 카디건,암컷,7,입양,154,사람을 잘 따름,혼합색계열,미상,미상,미상,무
443,믹스견,수컷,13,미입양,33,중립,혼합색계열,미상,미상,미상,무
444,믹스견,수컷,20,미입양,45,사람을 잘 따름,흰색계열,미상,미상,미상,무
445,믹스견,암컷,6,미입양,57,사람을 경계함,혼합색계열,미상,눈꼽 많이 낌,미상,무
446,비숑 프리제,수컷,6,입양,153,사람을 경계함,혼합색계열,미상,미상,미상,무
447,치와와,암컷,3,미입양,129,중립,검정색계열,미상,기력없음,미상,무
448,보더 콜리,수컷,18,미입양,57,중립,혼합색계열,미상,미상,미상,무
449,믹스견,암컷,9,미입양,45,사람을 경계함,황색계열,미상,미상,미상,무
450,믹스견,암컷,3,미입양,9,사람을 경계함,흰색계열,미상,미상,미상,무
451,믹스견,암컷,16,미입양,45,사람을 잘 따름,흰색계열,미상,미상,미상,무
452,믹스견,수컷,12,미입양,33,사람을 경계함,흰색계열,미상,미상,미상,무
453,믹스견,수컷,12,미입양,33,사람을 경계함,흰색계열,미상,미상,미상,무
454,믹스견,암컷,9,미입양,69,사람을 경계함,흰색계열,미상,미상,미상,무
455,믹스견,수컷,13,미입양,153,사람을 잘 따름,검정색계열,미상,유피낭종(우측),미상,무
456,시바,수컷,10,입양,69,사람을 잘 따름,검정색계열,아니오,미상,미상,유
457,포메라니안,암컷,4,입양,33,사람을 잘 따름,흰색계열,미상,털 많이 엉켜있음,미상,무
458,푸들,암컷,6,입양,33,사람을 잘 따름,흰색계열,미상,미상,미상,무
459,믹스견,암컷,9,미입양,45,사람을 경계함,황색계열,미상,미상,미상,무
460,믹스견,암컷,8,미입양,45,사람을 경계함,황색계열,미상,미상,미상,무
461,말티즈,암컷,4,미입양,129,사람을 잘 따름,흰색계열,미상,털 많이 엉켜있음,미상,무
462,믹스견,암컷,8,입양,93,사람을 잘 따름,혼합색계열,미상,미상,미상,무
463,믹스견,수컷,10,미입양,45,사람을 경계함,황색계열,미상,미상,미상,무
464,믹스견,암컷,16,미입양,33,사람을 잘 따름,황색계열,미상,미상,미상,무
